"name","magnet_link","Size","File","Age","Seed","Leech","Type"
"Pumpkinhead II Blood Wings 1993 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:fb07eabe44f561631a59acf79d5f97c9fcb3a177&dn=Pumpkinhead II Blood Wings 1993 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.08 GB","3","11 days ago","2","13","Movie"
"Going Clear Scientology and the Prison of Belief 2015 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:633f121834120f5323f7d3f0f138652442558033&dn=Going Clear Scientology and the Prison of Belief 2015 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.45 GB","2","11 days ago","38","23","Movie"
"Sierra Burgess Is A Loser 2018 Movies 720p HDRip x264 AAC ESubs with Sample ☻rDX☻","magnet:?xt=urn:btih:4765106bd79de859639ce78402c0c5408824a8ab&dn=Sierra Burgess Is A Loser 2018 Movies 720p HDRip x264 AAC ESubs with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","921.10 MB","2","11 days ago","2","9","Movie"
"Paltan 2018 Hindi PRE H264 AC3 5 1 Zi$t","magnet:?xt=urn:btih:e0a59dbc15a0ff8f5ea6d1a5a121c2edc78846d1&dn=Paltan 2018 Hindi PRE H264 AC3 5 1 Zi$t&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.32 GB","2","11 days ago","14","2","Movie"
"Road Games 2015 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:57864bf50d77bec29bcf33808c8c099c657f7cb6&dn=Road Games 2015 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.82 GB","5","11 days ago","32","42","Movie"
"Diablo 2015 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:1f14fbbc3518c7e5d36a07318493606d3ae559cb&dn=Diablo 2015 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.59 GB","5","11 days ago","24","14","Movie"
"Paltan 2018 PreDvdRip Hindi 720p X264 AAC - mkvCinemas","magnet:?xt=urn:btih:7a0c6dd114035c21e1fa3a516083cebc2ff00053&dn=Paltan 2018 PreDvdRip Hindi 720p X264 AAC - mkvCinemas&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.18 GB","4","11 days ago","36","25","Movie"
"A Shock To The System 1990 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:8f7240831d53584e8785f2b178f92a8fa8098fb0&dn=A Shock To The System 1990 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.68 GB","4","11 days ago","19","30","Movie"
"A Taste of Honey 1961 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:0f4c77d367af495d303a9b4886f8ff7d4029c2fa&dn=A Taste of Honey 1961 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.22 GB","2","11 days ago","0","0","Movie"
"Tower 2016 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:cacf02e583a1bc32de51b11cbebe043c933f5bab&dn=Tower 2016 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.57 GB","4","11 days ago","1","19","Movie"
"Dough 2015 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:9ccf4cb8f21d4cfa992e37cf81316b7e096fbbf2&dn=Dough 2015 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.16 GB","4","11 days ago","11","17","Movie"
"The Cars That Ate Paris 1974 iNTERNAL DVDRip x264 REGRET","magnet:?xt=urn:btih:88279914fbb10c273edef006b25b212e2d9fb89b&dn=The Cars That Ate Paris 1974 iNTERNAL DVDRip x264 REGRET&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","567.46 MB","3","11 days ago","14","6","Movie"
"2003 4of5 [MOVIES2GO] 21 Movies for your Mobile Device","https://www.get-express-vpn.com/torrent-vpn?offer=3monthsfree&a_fid=katcr","3.81 GB","32","11 days ago","1","0","Movie"
"The Plumber 1979 iNTERNAL DVDRip x264 REGRET","magnet:?xt=urn:btih:02dfce5d2c6074fd55cca3836050da226245d1e2&dn=The Plumber 1979 iNTERNAL DVDRip x264 REGRET&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","619.91 MB","3","11 days ago","16","10","Movie"
"Siberia 2018 BDRip XviD AC3-EVO[TGx]","magnet:?xt=urn:btih:c48ac7d83e10a31806c6f60af5b72a5073ce9169&dn=Siberia 2018 BDRip XviD AC3-EVO[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.38 GB","3","11 days ago","80","34","Movie"
"The Outlaws 2017 DVDRip x264 REGRET","magnet:?xt=urn:btih:987b3d7d0a074fc2a3eb894cbbc878d895f794b6&dn=The Outlaws 2017 DVDRip x264 REGRET&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","571.24 MB","5","11 days ago","41","20","Movie"
"Surya The Brave Solider (2018) Hindi Dubbed HDRip x264 700MB (HQ Aud)  [MOVCR] mp4","https://www.get-express-vpn.com/torrent-vpn?offer=3monthsfree&a_fid=katcr","751.03 MB","1","11 days ago","1","8","Movie"
"Pumpkinhead 1988 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:b0283ed99883076bb3218231ddf11033d3103ff2&dn=Pumpkinhead 1988 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.05 GB","3","11 days ago","32","13","Movie"
"Winners and Sinners 1983 MANDARiN DUBBED BDRip x264 REGRET","magnet:?xt=urn:btih:f609af1badd389f26a4b2afe53fa9ef02f531d4c&dn=Winners and Sinners 1983 MANDARiN DUBBED BDRip x264 REGRET&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.27 GB","3","11 days ago","6","7","Movie"
"Winners and Sinners 1983 MANDARiN DUBBED 720p BluRay x264 REGRET","magnet:?xt=urn:btih:bb926db2f5586cf335927e9f0f9cdfe732370d92&dn=Winners and Sinners 1983 MANDARiN DUBBED 720p BluRay x264 REGRET&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","4.37 GB","3","11 days ago","10","7","Movie"
"The Phenom 2016 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:9b9edfc91f530b3b41135393b85e0f461348deaf&dn=The Phenom 2016 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.68 GB","4","11 days ago","15","26","Movie"
"The Night Before The Night Before Christmas 2010 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:c67f77a737e128e283067147a1980a7965fc70ac&dn=The Night Before The Night Before Christmas 2010 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.07 GB","2","11 days ago","18","10","Movie"
"Winners and Sinners 1983 MANDARiN DUBBED 1080p BluRay x264 REGRET","magnet:?xt=urn:btih:ba7705cf56938422013d184f0f79619ebfb017a2&dn=Winners and Sinners 1983 MANDARiN DUBBED 1080p BluRay x264 REGRET&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","7.67 GB","5","11 days ago","14","9","Movie"
"Gonjiam Haunted Asylum 2018 720p BluRay x264-JRP[TGx]","magnet:?xt=urn:btih:305903e5fa19c39352961129b89acacf38b8461e&dn=Gonjiam Haunted Asylum 2018 720p BluRay x264-JRP[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","3.30 GB","6","11 days ago","11","15","Movie"
"Racing Extinction 2015 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:8af6f6d58d2160e77368af38835ca182af5f5329&dn=Racing Extinction 2015 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.81 GB","3","11 days ago","39","22","Movie"
"Hurricane 2018 720p- x264 -  AAC - AVC -  900MB[MOVCR]","https://www.get-express-vpn.com/torrent-vpn?offer=3monthsfree&a_fid=katcr","927.57 MB","1","11 days ago","22","8","Movie"
"Winners and Sinners 1983 720p BluRay x264 REGRET","magnet:?xt=urn:btih:81ea00e22ee54ed3a8c7e8d026c3dc7045259d81&dn=Winners and Sinners 1983 720p BluRay x264 REGRET&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","5.46 GB","3","11 days ago","17","8","Movie"
"Winners and Sinners 1983 iNTERNAL BDRip x264 REGRET","magnet:?xt=urn:btih:ac080b5f1f1680a06c2bd1ff1898fd7a7617491c&dn=Winners and Sinners 1983 iNTERNAL BDRip x264 REGRET&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.28 GB","5","11 days ago","14","6","Movie"
"Gonjiam Haunted Asylum 2018 BDRip x264-JRP[TGx]","magnet:?xt=urn:btih:bc2155f67ad88bc803075dff0b63c74cb25b6dd2&dn=Gonjiam Haunted Asylum 2018 BDRip x264-JRP[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","668.39 MB","6","11 days ago","8","7","Movie"
"The Phenom 2016 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:e3a9f4032bce446a14fdda880e62b30b7034cd85&dn=The Phenom 2016 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.07 GB","4","11 days ago","17","10","Movie"
"First Kill 2017 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:f6bd7baeffa6dda2f614a894a02a17c33b4ae366&dn=First Kill 2017 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.24 GB","4","11 days ago","20","20","Movie"
"Winners and Sinners 1983 1080p BluRay x264 REGRET","magnet:?xt=urn:btih:d2fad1ce244501abf6fdd565bd6e573320047dc9&dn=Winners and Sinners 1983 1080p BluRay x264 REGRET&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","7.67 GB","5","11 days ago","17","26","Movie"
"The Prince 2014 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:a7a646014a629bb22ae6635f36cdfa25b6f3d803&dn=The Prince 2014 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.73 GB","4","11 days ago","81","57","Movie"
"River Of Death 1989 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:f6230069ec1086fcf143c25b5c019907c7c8bf05&dn=River Of Death 1989 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.23 GB","2","11 days ago","28","20","Movie"
"First Kill 2017 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:c4af79ef13b3b49618c10dca507af4b59d7bac23&dn=First Kill 2017 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.95 GB","4","11 days ago","28","42","Movie"
"Damascus Cover 2017 LiMiTED DVDRip x264-LPD[TGx]","magnet:?xt=urn:btih:d5cf06597ef925410d91edb65fa967c3fa7087b2&dn=Damascus Cover 2017 LiMiTED DVDRip x264-LPD[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","428.31 MB","7","11 days ago","10","3","Movie"
"Paltan (2018) Hindi 720p Pre DVDRip x264 AAC   Downloadhub","magnet:?xt=urn:btih:c8e52729ace2d3581b657eac1afbb18ef5216503&dn=Paltan (2018) Hindi 720p Pre DVDRip x264 AAC   Downloadhub&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.09 GB","5","11 days ago","141","45","Movie"
"Fort Tilden 2014 BRRip XviD MP3 XVID","magnet:?xt=urn:btih:4c9bbaa01bb2980412b4f6a4684c330566992393&dn=Fort Tilden 2014 BRRip XviD MP3 XVID&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.18 GB","2","11 days ago","6","9","Movie"
"Last Chance Harvey 2008 BRRip XviD MP3 XVID","magnet:?xt=urn:btih:6884b43796381ef4192e001b592a3c310d5166e1&dn=Last Chance Harvey 2008 BRRip XviD MP3 XVID&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.17 GB","3","11 days ago","18","12","Movie"
"The Phenom 2016 BRRip XviD MP3 XVID","magnet:?xt=urn:btih:3b0c42ca9aeb835d31f71d071c43eb98aa18293f&dn=The Phenom 2016 BRRip XviD MP3 XVID&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","732.68 MB","4","11 days ago","1","0","Movie"
"Dough 2015 BRRip XviD MP3 XVID","magnet:?xt=urn:btih:49e3cb0adfc75e0db07aaae213106330f748ffbe&dn=Dough 2015 BRRip XviD MP3 XVID&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.11 GB","4","11 days ago","16","9","Movie"
"Tucker And Dale vs Evil 2010 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:69fd7e20a57b4e35b7d100b065cdd22b4ef839b4&dn=Tucker And Dale vs Evil 2010 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.69 GB","2","11 days ago","93","68","Movie"
"Multiple Maniacs 1970 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:4a995f6d5ce37d28cbf0511ee42bb31caec323cd&dn=Multiple Maniacs 1970 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.84 GB","2","11 days ago","34","17","Movie"
"Multiple Maniacs 1970 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:2b3d4438bbe64bc8e9f761b22cee96765e4ae236&dn=Multiple Maniacs 1970 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.17 GB","2","11 days ago","22","11","Movie"
"Damascus Cover 2017 LiMiTED DVDRip x264 LPD","magnet:?xt=urn:btih:266dfad0a592b9086781f24ab41096a8cba94ded&dn=Damascus Cover 2017 LiMiTED DVDRip x264 LPD&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","422.60 MB","5","11 days ago","37","13","Movie"
"A Ballerinas Tale 2015 BRRip XviD MP3 XVID","magnet:?xt=urn:btih:82453f608640623550a5e5784c2db5b123fbbea7&dn=A Ballerinas Tale 2015 BRRip XviD MP3 XVID&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.06 GB","3","11 days ago","14","9","Movie"
"Pulse 2006 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:92462d8a649d3d166efae1ffd4efbaa43904a0d6&dn=Pulse 2006 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.07 GB","2","11 days ago","33","10","Movie"
"A Shock To The System 1990 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:ab2dbf0e029d3187cfeaf1875b881ad952af9747&dn=A Shock To The System 1990 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.07 GB","4","11 days ago","38","15","Movie"
"The Green Prince 2014 BRRip XviD MP3 XVID","magnet:?xt=urn:btih:558c2fc1129d6bdc318ef56b53b35c1ec9129add&dn=The Green Prince 2014 BRRip XviD MP3 XVID&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.26 GB","2","11 days ago","0","0","Movie"
"Next Gen (2018) x 800 (1080p) 5 1 - 2 0 x264 Phun Psyz","magnet:?xt=urn:btih:bb21941970d3eaf9b16a46c71a6dceb0be53c98d&dn=Next Gen (2018) x 800 (1080p) 5 1 - 2 0 x264 Phun Psyz&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.48 GB","1","11 days ago","32","7","Movie"
"The Planned Death of Germany and the German People XviD AVI","magnet:?xt=urn:btih:0d30490fa1faa0e6cc314dc4bb2fb18451b5e7a8&dn=The Planned Death of Germany and the German People XviD AVI&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","516.23 MB","1","11 days ago","32","2","Movie"
"Naa Peru Surya (2018) 720p UNCUT HDRip x264 [Dual Audio][Hindi (Cleaned)   Telugu]   Downloadhub","magnet:?xt=urn:btih:d2af9005cb5e9e95b7d4501fa4631130cbf213e4&dn=Naa Peru Surya (2018) 720p UNCUT HDRip x264 [Dual Audio][Hindi (Cleaned)   Telugu]   Downloadhub&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.21 GB","5","11 days ago","0","0","Movie"
"Heat (1995) Remastered 1080p BluRay x265 HEVC EAC3-SARTRE","magnet:?xt=urn:btih:900983fc2a00fa05ecedd014c349116d416606b0&dn=Heat (1995) Remastered 1080p BluRay x265 HEVC EAC3-SARTRE&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","7.01 GB","3","11 days ago","17","11","Movie"
"Next Gen 2018 NF 720p WEB DL x264 ESub [MW]","magnet:?xt=urn:btih:d6e1227a6e8d16247ad9930cc3cb1587eed052ac&dn=Next Gen 2018 NF 720p WEB DL x264 ESub [MW]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","963.84 MB","1","11 days ago","65","81","Movie"
"Destination Wedding 2018 720p WEB DL x264 ESub [MW]","magnet:?xt=urn:btih:e65fdfa1f7bbd343d52998d2bf6ca9f882120b36&dn=Destination Wedding 2018 720p WEB DL x264 ESub [MW]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","840.57 MB","1","11 days ago","29","10","Movie"
"Sierra Burgess Is A Loser 2018 NF 720p WEB DL x264 ESub [MW]","magnet:?xt=urn:btih:92da04bfd40059d6e41e64b39f1fd0f45032aad6&dn=Sierra Burgess Is A Loser 2018 NF 720p WEB DL x264 ESub [MW]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","911.99 MB","1","11 days ago","2","1","Movie"
"Diablo 2015 BRRip XviD MP3 XVID","magnet:?xt=urn:btih:42162b57914375b52f35dadece7c53131646e7bb&dn=Diablo 2015 BRRip XviD MP3 XVID&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.03 GB","5","11 days ago","25","7","Movie"
"Racing Extinction 2015 BRRip XviD MP3 XVID","magnet:?xt=urn:btih:6df89b659930017884ceb664bcea193debcc9541&dn=Racing Extinction 2015 BRRip XviD MP3 XVID&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.20 GB","3","11 days ago","33","17","Movie"
"Studio 54 2018 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:d6de03ee95a8bc98e17e26ffc86b1e11b5948d1b&dn=Studio 54 2018 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.19 GB","2","11 days ago","17","3","Movie"
"Studio 54 2018 BRRip XviD AC3 XVID","magnet:?xt=urn:btih:3994ae3938fc04201a69155c02a7c8263804b5d1&dn=Studio 54 2018 BRRip XviD AC3 XVID&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.42 GB","2","11 days ago","17","12","Movie"
